,name,description,rating,best_rating,rating_count,genre,for_family,producer,director,country,time,date
0,Зеленая миля,"Пол Эджкомб — начальник блока смертников в тюрьме «Холодная гора», каждый из узников которого однажды проходит «зеленую милю» по пути к месту казни. Пол повидал много заключённых и надзирателей за время работы. Однако гигант Джон Коффи, обвинённый в страшном преступлении, стал одним из самых необычных обитателей блока.",9.069,10.0,820173.0,"['драма', 'фэнтези', 'криминал']",True,Фрэнк Дарабонт,Фрэнк Дарабонт,['США'],189,1999
1,Список Шиндлера,"История немецкого промышленника, спасшего тысячи жизней во время Холокоста. Драма Стивена Спилберга. Смотрите онлайн на Кинопоиске.",8.839,10.0,454180.0,"['драма', 'биография', 'история', 'военный']",True,Ирвинг Гловин,Стивен Спилберг,['США'],195,1993
2,Побег из Шоушенка,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",9.108,10.0,868892.0,['драма'],True,Лиз Глоцер,Фрэнк Дарабонт,['США'],142,1994
3,Форрест Гамп,Полувековая история США глазами чудака из Алабамы. Абсолютная классика Роберта Земекиса с Томом Хэнксом. Смотрите онлайн на Кинопоиске.,8.914,10.0,751574.0,"['драма', 'комедия', 'мелодрама', 'история', 'военный']",True,Венди Файнерман,Роберт Земекис,['США'],142,1994
4,Властелин колец: Возвращение короля,"Повелитель сил тьмы Саурон направляет свою бесчисленную армию под стены Минас-Тирита, крепости Последней Надежды. Он предвкушает близкую победу, но именно это мешает ему заметить две крохотные фигурки — хоббитов, приближающихся к Роковой Горе, где им предстоит уничтожить Кольцо Всевластья.",8.651,10.0,534445.0,"['фэнтези', 'приключения', 'драма']",True,Питер Джексон,Питер Джексон,"['Новая Зеландия', 'США']",201,2003
5,Властелин колец: Братство Кольца,"Сказания о Средиземье — это хроника Великой войны за Кольцо, длившейся не одну тысячу лет. Тот, кто владел Кольцом, получал неограниченную власть, но был обязан служить злу. 

Тихая деревня, где живут хоббиты. Придя на 111-й день рождения к своему старому другу Бильбо Бэггинсу, волшебник Гэндальф начинает вести разговор о кольце, которое Бильбо нашел много лет назад. Это кольцо принадлежало когда-то темному властителю Средиземья Саурону, и оно дает большую власть своему обладателю. Теперь Саурон хочет вернуть себе власть над Средиземьем. Бильбо отдает Кольцо племяннику Фродо, чтобы тот отнёс его к Роковой Горе и уничтожил.",8.599,10.0,590552.0,"['фэнтези', 'приключения', 'драма']",True,Питер Джексон,Питер Джексон,"['Новая Зеландия', 'США']",178,2001
6,Тайна Коко,"Юный музыкант Мигель попадает в мир мертвых. Трогательная история о любви без границ, получившая два «Оскара». Смотрите онлайн на Кинопоиске.",8.695,10.0,576199.0,"['мультфильм', 'фэнтези', 'комедия', 'приключения', 'семейный', 'музыка']",True,Дарла К. Андерсон,Ли Анкрич,['США'],105,2017
7,Властелин колец: Две крепости,"Братство распалось, но Кольцо Всевластья должно быть уничтожено. Фродо и Сэм вынуждены довериться Голлуму, который взялся провести их к вратам Мордора. Громадная армия Сарумана приближается: члены братства и их союзники готовы принять бой. Битва за Средиземье продолжается.",8.596,10.0,525667.0,"['фэнтези', 'приключения', 'драма']",True,Питер Джексон,Питер Джексон,"['Новая Зеландия', 'США']",179,2002
8,Назад в будущее,"Безумный ученый и 17-летний оболтус тестируют машину времени, наводя шороху в 1950-х. Классика кинофантастики. Смотрите онлайн на Кинопоиске.",8.641,10.0,572817.0,"['фантастика', 'комедия', 'приключения']",True,Нил Кэнтон,Роберт Земекис,['США'],116,1985
9,Интерстеллар,"Когда засуха, пыльные бури и вымирание растений приводят человечество к продовольственному кризису, коллектив исследователей и учёных отправляется сквозь червоточину (которая предположительно соединяет области пространства-времени через большое расстояние) в путешествие, чтобы превзойти прежние ограничения для космических путешествий человека и найти планету с подходящими для человечества условиями.",8.614,10.0,820827.0,"['фантастика', 'драма', 'приключения']",True,Кристофер Нолан,Кристофер Нолан,"['США', 'Великобритания', 'Канада']",169,2014
10,Криминальное чтиво,"Несколько связанных историй из жизни бандитов. Шедевр Квентина Тарантино, который изменил мировое кино. Смотрите онлайн на Кинопоиске.",8.636,10.0,644551.0,"['криминал', 'драма']",False,Лоуренс Бендер,Квентин Тарантино,['США'],154,1994
11,1+1,"Пострадав в результате несчастного случая, богатый аристократ Филипп нанимает в помощники человека, который менее всего подходит для этой работы, – молодого жителя предместья Дрисса, только что освободившегося из тюрьмы. Несмотря на то, что Филипп прикован к инвалидному креслу, Дриссу удается привнести в размеренную жизнь аристократа дух приключений.",8.805,10.0,1489457.0,"['драма', 'комедия', 'биография']",True,Николя Дюваль-Адассовски,Оливье Накаш,['Франция'],112,2011
12,Иван Васильевич меняет профессию,"Иван Грозный отвечает на телефон, пока его тезка-пенсионер сидит на троне. Советский хит о липовом государе. Смотрите онлайн на Кинопоиске.",8.783,10.0,801100.0,"['комедия', 'фантастика', 'приключения']",True,,,['СССР'],88,1973
13,Король Лев,"Львенок Симба бросает вызов дяде-убийце. Величественный саундтрек, рисованная анимация и шекспировский размах. Смотрите онлайн на Кинопоиске.",8.773,10.0,606043.0,"['мультфильм', 'мюзикл', 'драма', 'приключения', 'семейный']",True,Дон Хан,Роджер Аллерс,['США'],88,1994
14,Темный рыцарь,"У Бэтмена появляется новый враг — философ-террорист Джокер. Кинокомикс, который вывел жанр на новый уровень. Смотрите онлайн на Кинопоиске.",8.517,10.0,645479.0,"['фантастика', 'боевик', 'триллер', 'криминал', 'драма']",True,Кристофер Нолан,Кристофер Нолан,"['США', 'Великобритания']",152,2008
15,Унесённые призраками,"Девочка должна спасти своих родителей в мире духов. Шедевр Хаяо Миядзаки, фаворит анимационных рейтингов мира. Смотрите онлайн на Кинопоиске.",8.47,10.0,484927.0,"['аниме', 'мультфильм', 'фэнтези', 'приключения', 'семейный']",True,Тосио Судзуки,Хаяо Миядзаки,['Япония'],125,2001
16,Бойцовский клуб,"Сотрудник страховой компании страдает хронической бессонницей и отчаянно пытается вырваться из мучительно скучной жизни. Однажды в очередной командировке он встречает некоего Тайлера Дёрдена — харизматического торговца мылом с извращенной философией. Тайлер уверен, что самосовершенствование — удел слабых, а единственное, ради чего стоит жить, — саморазрушение.

Проходит немного времени, и вот уже новые друзья лупят друг друга почем зря на стоянке перед баром, и очищающий мордобой доставляет им высшее блаженство. Приобщая других мужчин к простым радостям физической жестокости, они основывают тайный Бойцовский клуб, который начинает пользоваться невероятной популярностью.",8.646,10.0,700714.0,"['триллер', 'драма', 'криминал']",False,Росс Грэйсон Белл,Дэвид Финчер,"['США', 'Германия']",139,1999
17,Гладиатор,"Отважный генерал, ставший рабом, мстит империи. Культовая историческая драма Ридли Скотта с пятью «Оскарами». Смотрите онлайн на Кинопоиске.",8.582,10.0,584863.0,"['история', 'боевик', 'драма', 'приключения']",True,Дэвид Францони,Ридли Скотт,"['США', 'Великобритания', 'Мальта', 'Марокко']",155,2000
18,ВАЛЛ·И,Люди покинули Землю и оставили робота собирать за ними мусор. Экологический шедевр Pixar. Смотрите онлайн на Кинопоиске.,8.35,10.0,578801.0,"['мультфильм', 'фантастика', 'приключения', 'семейный']",True,Линдси Коллинз,Эндрю Стэнтон,['США'],98,2008
19,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,Ватсон вынужден жить с эксцентричным клиентом в доме на болотах. Блестящая советская экранизация Конан Дойла. Смотрите онлайн на Кинопоиске.,8.615,10.0,202143.0,"['детектив', 'криминал']",True,,,['СССР'],154,1981
20,Начало,"Кобб – талантливый вор, лучший из лучших в опасном искусстве извлечения: он крадет ценные секреты из глубин подсознания во время сна, когда человеческий разум наиболее уязвим. Редкие способности Кобба сделали его ценным игроком в привычном к предательству мире промышленного шпионажа, но они же превратили его в извечного беглеца и лишили всего, что он когда-либо любил. 

И вот у Кобба появляется шанс исправить ошибки. Его последнее дело может вернуть все назад, но для этого ему нужно совершить невозможное – инициацию. Вместо идеальной кражи Кобб и его команда спецов должны будут провернуть обратное. Теперь их задача – не украсть идею, а внедрить ее. Если у них получится, это и станет идеальным преступлением. 

Но никакое планирование или мастерство не могут подготовить команду к встрече с опасным противником, который, кажется, предугадывает каждый их ход. Врагом, увидеть которого мог бы лишь Кобб.",8.662,10.0,884585.0,"['фантастика', 'боевик', 'триллер', 'драма', 'детектив']",True,Кристофер Нолан,Кристофер Нолан,"['США', 'Великобритания']",148,2010
21,Шрэк,"Огр-мизантроп спасает принцессу, чтобы вернуть свое болото. Революционная анимация о том, что красота — внутри. Смотрите онлайн на Кинопоиске.",8.085,10.0,579658.0,"['мультфильм', 'фэнтези', 'мелодрама', 'комедия', 'приключения', 'семейный']",True,Джеффри Катценберг,Эндрю Адамсон,['США'],90,2001
22,Джентльмены удачи,Воспитатель детсада внедряется в банду матерых рецидивистов. Евгений Леонов в разошедшейся на цитаты комедии. Смотрите онлайн на Кинопоиске.,8.539,10.0,585512.0,"['комедия', 'драма', 'криминал', 'детектив']",True,,,['СССР'],84,1971
23,Москва слезам не верит,"Три девушки переезжают в Москву в поисках любви, дружбы и успеха. Советский хит, отмеченный «Оскаром». Смотрите онлайн на Кинопоиске.",8.41,10.0,508451.0,"['мелодрама', 'драма', 'комедия']",True,,,['СССР'],150,1979
24,Пираты Карибского моря: Проклятие Черной жемчужины,"Пират нападает на армию мертвецов, чтобы вернуть свой корабль. Начало приключений Джека Воробья. Смотрите онлайн на Кинопоиске.",8.364,10.0,790633.0,"['фэнтези', 'боевик', 'приключения']",True,Джерри Брукхаймер,Гор Вербински,['США'],143,2003
25,Достучаться до небес,"Смертельно больные Мартин и Руди едут к морю на угнанной машине. Роль, сделавшая Тиля Швайгера суперзвездой. Смотрите онлайн на Кинопоиске.",8.631,10.0,537420.0,"['драма', 'комедия', 'криминал']",False,Андре Хеннике,Томас Ян,['Германия'],87,1997
26,Остров сокровищ,"Шхуна «Испаньола» бороздит морские просторы в поисках острова, на котором спрятаны легендарные сокровища пиратского капитана Флинта. На корабле зреет заговор. Разбойники во главе с одноногим Джоном Сильвером, кажется, близки к цели.",8.271,10.0,175524.0,"['мультфильм', 'приключения', 'мюзикл', 'комедия', 'семейный']",True,,,['СССР'],107,1988
27,Остров проклятых,Пристав оказывается заложником клиники для умалишенных. Сложносочиненный детектив с Леонардо ДиКаприо. Смотрите онлайн на Кинопоиске.,8.506,10.0,721752.0,"['триллер', 'детектив', 'драма']",False,Брэдли Дж. Фишер,Мартин Скорсезе,['США'],138,2009
28,"Поймай меня, если сможешь",Виртуозный аферист годами водит за нос ФБР. Хит Стивена Спилберга по реальным событиям с Леонардо ДиКаприо . Смотрите онлайн на Кинопоиске.,8.521,10.0,586980.0,"['криминал', 'биография', 'комедия']",True,Уолтер Ф. Паркс,Стивен Спилберг,"['США', 'Канада']",141,2002
29,Большой куш,"На охоту за крупным алмазом выходят цыгане, евреи и местные головорезы. Криминальная Англия глазами Гая Ричи. Смотрите онлайн на Кинопоиске.",8.546,10.0,459967.0,"['криминал', 'комедия', 'боевик']",True,Мэттью Вон,Гай Ричи,"['Великобритания', 'США']",104,2000
30,...А зори здесь тихие,Зенитчицы совершают подвиг во время Великой Отечественной войны. Номинированная на «Оскар» советская драма. Смотрите онлайн на Кинопоиске.,8.528,10.0,223327.0,"['драма', 'военный', 'история']",True,,,['СССР'],160,1972
31,В бой идут одни «старики»,"Эта эскадрилья стала «поющей» - так капитан Титаренко подбирал себе новичков. Его «старикам» было не больше двадцати, но «желторотиков», пополнение из летных училищ ускоренного выпуска, в бой все равно, по возможности, не пускали. 

Им еще многое предстояло испытать - и жар боев, и радость первой победы над врагом, и величие братства, скрепленного кровью, и первую любовь, и горечь утраты... И настанет день, когда по команде «в бой идут одни старики» бывшие желторотики бросятся к своим самолетам...",8.714,10.0,400580.0,"['военный', 'драма', 'комедия']",True,,,['СССР'],87,1973
32,Они сражались за Родину,Измотанный в сражениях полк должен удержать боевую высоту. Шедевр Сергея Бондарчука о подвиге рядовых солдат. Смотрите онлайн на Кинопоиске.,8.429,10.0,172288.0,"['драма', 'военный']",True,,,['СССР'],160,1975
33,По соображениям совести,Сознательный уклонист проходит через все тяготы фронта. Драма Мэла Гибсона о военном медике Десмонде Доссе. Смотрите онлайн на Кинопоиске.,8.176,10.0,378960.0,"['биография', 'военный', 'драма', 'история']",False,Майкл Бэссик,Мэл Гибсон,"['Австралия', 'США']",139,2016
34,"Карты, деньги, два ствола","Четверо молодых парней накопили каждый по 25 тысяч фунтов, чтобы один из них мог сыграть в карты с опытным шулером и матерым преступником, известным по кличке Гарри-Топор. Парень в итоге проиграл 500 тысяч, на уплату долга ему дали неделю.

В противном случае и ему и его «спонсорам» каждый день будут отрубать по пальцу, а потом... Чтобы выйти из положения, ребята решили ограбить бандитов, решивших ограбить трех «ботаников», выращивающих марихуану для местного наркобарона. Но на этом приключения четверки не заканчиваются...",8.556,10.0,474266.0,"['боевик', 'комедия', 'криминал']",False,Мэттью Вон,Гай Ричи,['Великобритания'],107,1998
35,Гарри Поттер и философский камень,Гарри поступает в школу магии Хогвартс и заводит друзей. Первая часть большой франшизы о маленьком волшебнике. Смотрите онлайн на Кинопоиске.,8.244,10.0,745528.0,"['фэнтези', 'приключения', 'семейный']",True,Тодд Арноу,Крис Коламбус,"['Великобритания', 'США']",152,2001
36,Прислуга,Журналистка пишет книгу по историям темнокожих служанок. Комедийная драма о борьбе за равноправие в США 1960-х. Смотрите онлайн на Кинопоиске.,8.225,10.0,325274.0,['драма'],True,Майкл Барнатан,Тейт Тейлор,['США'],146,2011
37,Клаус,"Владелец почтовой империи, чтобы научить ленивого отпрыска по имени Джеспер уму-разуму, отправляет его на крайний север в город Смиренсбург. Тот должен организовать там почтовое отделение и за год обработать не менее 6000 писем. Прибыв на место, парень оказывается в зоне боевых действий: два семейных клана, так уж исторически сложилось, питают взаимную ненависть и свято чтут многовековую традицию при любой возможности мутузить друг друга и делать пакости. Разумеется, в такой обстановке не до писем, и почтовое отделение давно превратилось в курятник. Уже практически отчаявшись, Джеспер посещает лесного отшельника по имени Клаус, и их знакомство положит начало удивительным событиям.",8.645,10.0,126047.0,"['мультфильм', 'семейный', 'комедия', 'приключения']",True,Густаво Феррада,Серхио Паблос,"['Испания', 'Великобритания', 'США']",96,2019
38,Титаник,Запретная любовь на фоне гибели легендарного лайнера. Великий фильм-катастрофа — в отреставрированной версии. Смотрите онлайн на Кинопоиске.,8.376,10.0,701496.0,"['мелодрама', 'история', 'триллер', 'драма']",True,Джеймс Кэмерон,Джеймс Кэмерон,"['США', 'Мексика']",194,1997
39,Брат,"Дембель Данила Багров защищает слабых в Петербурге 1990-х. Фильм, сделавший Сергея Бодрова народным героем. Смотрите онлайн на Кинопоиске.",8.282,10.0,918273.0,"['драма', 'криминал', 'боевик']",False,,,['Россия'],100,1997
40,Джентльмены,"Наркобарон хочет уйти на покой, но криминальный мир не отпускает. Успешное возвращение Гая Ричи к корням. Смотрите онлайн на Кинопоиске.",8.524,10.0,1189042.0,"['криминал', 'комедия', 'боевик']",False,Мэттью Андерсон,Гай Ричи,"['Великобритания', 'США']",113,2019
41,Гарри Поттер и узник Азкабана,"Беглый маг, тайны прошлого и путешествия во времени. В третьей части поттерианы Альфонсо Куарон сгущает краски. Смотрите онлайн на Кинопоиске.",8.19,10.0,532603.0,"['фэнтези', 'приключения', 'семейный']",True,Крис Коламбус,Альфонсо Куарон,"['Великобритания', 'США']",142,2004
42,Ходячий замок,Злая колдунья превращает юную Софи в старушку. Волшебная сказка о силе любви по мотивам книги Дианы Уинн Джонс. Смотрите онлайн на Кинопоиске.,8.308,10.0,346457.0,"['аниме', 'мультфильм', 'фэнтези', 'мелодрама', 'приключения']",True,Тосио Судзуки,Хаяо Миядзаки,['Япония'],119,2004
43,Джанго освобожденный,"Метко шутя и стреляя, охотники за головами уничтожают негодяев. Квентин Тарантино пробует силы в вестерне. Смотрите онлайн на Кинопоиске.",8.222,10.0,599838.0,"['вестерн', 'боевик', 'драма', 'комедия']",False,Реджинальд Хадлин,Квентин Тарантино,['США'],165,2012
44,Жизнь прекрасна,"Во время Второй мировой войны из Италии в концлагерь были отправлены евреи - отец с маленьким сыном. Жена-итальянка добровольно последовала за ними. В лагере отец сказал мальчику, что всё происходящее вокруг является большой интересной игрой за приз в виде настоящего танка. И этот классный приз достанется тому мальчику, который сможет не попасться на глаза надзирателям.",8.621,10.0,229458.0,"['военный', 'комедия', 'драма', 'мелодрама']",True,Джанлуиджи Браски,Роберто Бениньи,['Италия'],116,1997
45,Леон,"Профессиональный убийца Леон неожиданно для себя самого решает помочь 12-летней соседке Матильде, семью которой убили коррумпированные полицейские.",8.67,10.0,576205.0,"['боевик', 'триллер', 'драма', 'криминал']",True,Клод Бессон,Люк Бессон,"['Франция', 'США']",133,1994
46,Крестный отец,В семье крупного нью-йоркского мафиози наметился кризис. Революция в гангстерском кино и начало большого эпоса. Смотрите онлайн на Кинопоиске.,8.713,10.0,345895.0,"['драма', 'криминал']",True,Грэй Фредериксон,Фрэнсис Форд Коппола,['США'],175,1972
47,Операция «Ы» и другие приключения Шурика,Похождения хронически оптимистичного очкарика. Блистательная комедия Леонида Гайдая. Смотрите онлайн на Кинопоиске.,8.703,10.0,725826.0,"['комедия', 'мелодрама', 'криминал']",True,,,['СССР'],95,1965
48,Назад в будущее 2,"Док и Марти решили исправить будущее, но сперва сломали все окончательно. Таким виделся 2015 год из 1989-го
. Смотрите онлайн на Кинопоиске.",8.311,10.0,395451.0,"['фантастика', 'приключения', 'боевик', 'комедия', 'семейный']",True,Нил Кэнтон,Роберт Земекис,['США'],108,1989
49,Брат 2,"Американцы знакомятся с Данилой Багровым и узнают, в чем сила. Сиквел о герое времени с мощным рок-саундтреком
. Смотрите онлайн на Кинопоиске.",8.164,10.0,755820.0,"['боевик', 'криминал']",True,Валери Гобо,,"['Россия', 'США']",127,2000
50,Собачье сердце,Профессор Преображенский превращает пса Шарика в человека. Экранизация одноименной повести Михаила Булгакова. Смотрите онлайн на Кинопоиске.,8.363,10.0,295333.0,"['фантастика', 'драма', 'комедия']",True,,,['СССР'],136,1988
51,Пираты Карибского моря: Сундук мертвеца,Джек Воробей и друзья выступают против морских гадов с «Летучего голландца». Вторая часть пиратской киносаги. Смотрите онлайн на Кинопоиске.,8.126,10.0,543119.0,"['фэнтези', 'боевик', 'приключения']",True,Джерри Брукхаймер,Гор Вербински,['США'],151,2006
52,Служебный роман,"Робкий холостяк решает приударить за строгой начальницей. Комедия Эльдара Рязанова, классика советского кино. Смотрите онлайн на Кинопоиске.",8.309,10.0,422213.0,"['мелодрама', 'комедия', 'драма']",True,,,['СССР'],159,1977
53,Запах женщины,Слепой полковник едет кутить в Нью-Йорк под присмотром бедного студента. Заслуженный «Оскар» Аль Пачино. Смотрите онлайн на Кинопоиске.,8.448,10.0,273878.0,['драма'],True,Мартин Брест,Мартин Брест,['США'],156,1992
54,Офицеры,Войны и время не смогли порвать связь между судьбами Алексея и Ивана. Советская драма о дружбе длиною в жизнь . Смотрите онлайн на Кинопоиске.,8.475,10.0,178870.0,"['драма', 'военный', 'мелодрама']",True,,,['СССР'],91,1971
55,Зеленая книга,Путешествие итальянца-вышибалы и чернокожего пианиста по Америке 1960-х. «Оскар» за лучший фильм. Смотрите онлайн на Кинопоиске.,8.383,10.0,716221.0,"['биография', 'комедия', 'драма']",True,Джим Бёрк,Питер Фаррелли,"['США', 'Китай']",130,2018
56,Хатико: Самый верный друг,"Преданный пес каждый день встречает хозяина на вокзале, что бы ни случилось. История, которая потрясла мир. Смотрите онлайн на Кинопоиске.",8.343,10.0,458057.0,"['драма', 'семейный', 'биография']",True,Джефф Абберли,Лассе Халльстрём,"['США', 'Великобритания']",89,2008
57,Матрица,"Жизнь Томаса Андерсона разделена на две части: днём он — самый обычный офисный работник, получающий нагоняи от начальства, а ночью превращается в хакера по имени Нео, и нет места в сети, куда он бы не смог проникнуть. Но однажды всё меняется. Томас узнаёт ужасающую правду о реальности.",8.497,10.0,652577.0,"['фантастика', 'боевик']",True,Джоэл Силвер,Лана Вачовски,"['США', 'Австралия']",136,1999
58,Судьба человека,"Советский шофер попадает в концлагерь, но не падает духом. Драма Сергея Бондарчука с ним же в главной роли. Смотрите онлайн на Кинопоиске.",8.399,10.0,114859.0,"['драма', 'военный']",True,,,['СССР'],97,1959
59,Пианист,Ужасы Холокоста глазами музыканта. Выдающаяся роль Эдриана Броуди и «Золотая пальмовая ветвь» в Каннах. Смотрите онлайн на Кинопоиске.,8.46,10.0,304474.0,"['драма', 'военный', 'биография', 'музыка']",True,Роберт Бенмусса,Роман Полански,"['Франция', 'Польша', 'Великобритания', 'Германия']",149,2002
60,Как приручить дракона,"Сын вождя заводит дружбу с врагом племени, драконом. История о том, что ум и сочувствие куда важнее силы. Смотрите онлайн на Кинопоиске.",8.211,10.0,524204.0,"['мультфильм', 'фэнтези', 'комедия', 'приключения', 'семейный']",True,Бонни Арнольд,Дин ДеБлуа,['США'],98,2010
61,Один дома,Мальчик-озорник задает жару грабителям. Лучшая комедия для создания праздничного настроения у всей семьи. Смотрите онлайн на Кинопоиске.,8.256,10.0,806828.0,"['комедия', 'семейный']",True,Тарквин Готч,Крис Коламбус,['США'],103,1990
62,Бриллиантовая рука,Контрабандисты гоняются за примерным семьянином. Народная комедия с элементами абсурда от Леонида Гайдая . Смотрите онлайн на Кинопоиске.,8.509,10.0,574201.0,"['комедия', 'криминал']",True,,,['СССР'],94,1968
63,Зверополис,Отважная крольчиха делает карьеру в полиции звериного города. Оскароносная комедия с серьезным подтекстом. Смотрите онлайн на Кинопоиске.,8.308,10.0,831473.0,"['мультфильм', 'комедия', 'криминал', 'детектив', 'приключения', 'семейный']",True,Моника Лаго-Кэйтис,Байрон Ховард,['США'],108,2016
64,Девчата,"Юная повариха привносит жизни в маленький сибирский поселок. Фильм-эпоха, воспитавший не одно поколение. Смотрите онлайн на Кинопоиске.",8.369,10.0,445684.0,"['мелодрама', 'комедия']",True,,,['СССР'],92,1962
65,Шерлок Холмс и доктор Ватсон: Знакомство,Увлекательные приключения самого известного сыщика всех времен. Смотрите онлайн на Кинопоиске.,8.56,10.0,167641.0,"['криминал', 'детектив']",True,,,['СССР'],68,1979
66,Темный рыцарь: Возрождение легенды,Анархист в маске грозит взорвать Готэм и уничтожить Бэтмена. Грандиозный финал трилогии Кристофера Нолана. Смотрите онлайн на Кинопоиске.,8.161,10.0,464252.0,"['фантастика', 'боевик', 'триллер', 'драма', 'криминал']",True,Кристофер Нолан,Кристофер Нолан,"['США', 'Великобритания']",165,2012
67,Крестный отец 2,"Юность Вито Корлеоне и первые шаги его сына Майкла во главе клана — сразу и приквел, и сиквел. Шесть «Оскаров». Смотрите онлайн на Кинопоиске.",8.528,10.0,190002.0,"['драма', 'криминал']",True,Фрэнсис Форд Коппола,Фрэнсис Форд Коппола,['США'],202,1974
68,Гарри Поттер и Тайная комната,"Домашний эльф, магический дневник и привидение. Второй год Гарри в школе Хогвартс — еще более захватывающий. Смотрите онлайн на Кинопоиске.",8.086,10.0,498024.0,"['фэнтези', 'приключения', 'семейный']",True,Дэвид Хейман,Крис Коламбус,"['Великобритания', 'США']",161,2002
69,Твоё имя,"Токийский парень Таки и провинциальная девушка Мицуха обнаруживают, что между ними существует странная связь. Во сне они меняются телами и проживают жизни друг друга. Но однажды эта способность исчезает так же внезапно, как появилась. Таки решает во что бы то ни стало отыскать Мицуху.",8.37,10.0,231328.0,"['аниме', 'мультфильм', 'фэнтези', 'драма', 'мелодрама']",True,Коитиро Ито,Макото Синкай,['Япония'],110,2016
70,Рататуй,Крысенок-кулинар попадает на кухню ресторана. Аппетитная комедия с «Оскаром» за лучший анимационный фильм. Смотрите онлайн на Кинопоиске.,8.024,10.0,627712.0,"['мультфильм', 'приключения', 'комедия', 'семейный', 'фэнтези', 'драма']",True,Джон Лассетер,Брэд Бёрд,['США'],111,2007
71,Престиж,"Роберт и Альфред - фокусники-иллюзионисты, которые на рубеже XIX и XX веков соперничали друг с другом в Лондоне. С годами их дружеская конкуренция на профессиональной почве перерастает в настоящую войну.

Они готовы на все, чтобы выведать друг у друга секреты фантастических трюков и сорвать их исполнение. Непримиримая вражда, вспыхнувшая между ними, начинает угрожать жизни окружающих их людей…",8.519,10.0,562912.0,"['триллер', 'фантастика', 'драма', 'детектив']",True,Кристофер Нолан,Кристофер Нолан,"['Великобритания', 'США']",125,2006
72,Назад в будущее 3,"Док Браун и Марти МакФлай на Диком Западе: один найдет там любовь, другой — своего прапрадеда. Финал трилогии
. Смотрите онлайн на Кинопоиске.",8.189,10.0,327368.0,"['фантастика', 'комедия', 'приключения', 'вестерн', 'семейный']",True,Нил Кэнтон,Роберт Земекис,['США'],118,1990
73,Терминатор 2: Судный день,Перепрограммированный робот должен защитить маленького Джона Коннора. Самый дорогой блокбастер своего времени. Смотрите онлайн на Кинопоиске.,8.326,10.0,410367.0,"['фантастика', 'боевик', 'триллер']",False,Стефани Остин,Джеймс Кэмерон,['США'],137,1991
74,Любовь и голуби,Вася пытается заслужить прощения у семьи. Мощнейший актерский состав под руководством Владимира Меньшова. Смотрите онлайн на Кинопоиске.,8.283,10.0,716437.0,"['мелодрама', 'комедия']",True,,,['СССР'],107,1984
75,Укрощение строптивого,Красавица Лиза перевоспитывает заядлого холостяка. Шекспировские страсти с Адриано Челентано и Орнеллой Мути. Смотрите онлайн на Кинопоиске.,8.386,10.0,316668.0,"['мелодрама', 'комедия']",True,Марио Чекки Гори,Франко Кастеллано,['Италия'],107,1980
76,Гарри Поттер и Дары Смерти: Часть II,"Гарри уничтожил почти все крестражи Волан-де-Морта, но еще не знает о последнем. Финал грандиозной саги. Смотрите онлайн на Кинопоиске.",8.123,10.0,504226.0,"['фэнтези', 'детектив', 'приключения', 'семейный']",True,Дэвид Баррон,Дэвид Йейтс,"['Великобритания', 'США']",130,2011
